id	chrom	start	stop	pos_start	pos_stop	modelL	nullL	sel_coef	nSNPs	nSNPs_avail	xpclr	xpclr_norm
14_42400001_42900000	14	42400001	42900000	42414808	42851388	-110.29708047496815	-110.29708047497229	1e-05	84.0	84.0	8.270717444247566e-12	-0.14845472795462392
14_42500001_43000000	14	42500001	43000000	42502003	42997285	-108.652911553757	-108.652911553757	0.0	94.0	94.0	0.0	-0.1484547279638088
14_42600001_43100000	14	42600001	43100000	42616764	43086128	-112.23353561289876	-112.23353561289876	0.0	94.0	94.0	0.0	-0.1484547279638088
14_42700001_43200000	14	42700001	43200000	42714010	43166287	-117.33643442369241	-117.33643442369241	0.0	87.0	87.0	0.0	-0.1484547279638088
14_42800001_43300000	14	42800001	43300000	42805435	43290098	-118.15488509743246	-118.15488509743246	0.0	76.0	76.0	0.0	-0.1484547279638088
14_42900001_43400000	14	42900001	43400000	42910675	43371697	-127.68757207396179	-127.68757207396179	0.0	71.0	71.0	0.0	-0.1484547279638088
14_43000001_43500000	14	43000001	43500000	43001477	43440555	-121.05662262118814	-121.05662262118814	0.0	52.0	52.0	0.0	-0.1484547279638088
14_43100001_43600000	14	43100001	43600000	43116633	43558394	-98.88310910214294	-98.88310910214294	0.0	40.0	40.0	0.0	-0.1484547279638088
14_43200001_43700000	14	43200001	43700000	43214715	43558394	-76.91977649851049	-77.18367121992446	0.0002	31.0	31.0	0.5277894428279524	0.43767125436585963
14_43300001_43800000	14	43300001	43800000	43300128	43558394	-52.36364320610871	-52.36364320610871	0.0	16.0	16.0	0.0	-0.1484547279638088
14_43400001_43900000	14	43400001	43900000	43438463	43878452	-51.72381721977001	-51.72381721977001	0.0	22.0	22.0	0.0	-0.1484547279638088
14_43500001_44000000	14	43500001	44000000	43550457	43982404	-41.381430420820614	-41.381430420820614	0.0	19.0	19.0	0.0	-0.1484547279638088
14_43600001_44100000	14	43600001	44100000	43806716	43982404	-36.27645826629868	-36.27645826629868	0.0	17.0	17.0	0.0	-0.1484547279638088
14_43700001_44200000	14	43700001	44200000	43806716	44194342	-41.297383388061384	-41.297383388061384	0.0	23.0	23.0	0.0	-0.1484547279638088
14_43800001_44300000	14	43800001	44300000	43806716	44286482	-50.55430778684284	-50.55430778684284	0.0	25.0	25.0	0.0	-0.1484547279638088
14_43900001_44400000	14	43900001	44400000	43982404	44396886	-53.5225942414318	-53.5225942414318	0.0	22.0	22.0	0.0	-0.1484547279638088
14_44000001_44500000	14	44000001	44500000	44146640	44496926	-85.00711401916622	-85.00711401916622	0.0	30.0	30.0	0.0	-0.1484547279638088
14_44100001_44600000	14	44100001	44600000	44146640	44531701	-100.79425937786405	-100.79425937786405	0.0	34.0	34.0	0.0	-0.1484547279638088
14_44200001_44700000	14	44200001	44700000	44270892	44686465	-106.25683809700568	-106.25683809700568	0.0	34.0	34.0	0.0	-0.1484547279638088
14_44300001_44800000	14	44300001	44800000	44301768	44798791	-112.62102541385119	-112.62102541385119	0.0	57.0	57.0	0.0	-0.1484547279638088
14_44400001_44900000	14	44400001	44900000	44410849	44849130	-83.74125271101876	-83.77355698325397	1e-05	49.0	49.0	0.06460854447041697	-0.07670500445340962
14_44500001_45000000	14	44500001	45000000	44519644	44998759	-56.690593810698786	-56.71460495356532	5e-05	48.0	48.0	0.04802228573306877	-0.09512454150120028
14_44600001_45100000	14	44600001	45100000	44659188	45002844	-56.69199332827855	-56.69199332827855	0.0	45.0	45.0	0.0	-0.1484547279638088
14_44700001_45200000	14	44700001	45200000	44703628	45189204	-59.24348367638416	-59.24348367638416	0.0	45.0	45.0	0.0	-0.1484547279638088
14_44800001_45300000	14	44800001	45300000	44810016	45298055	-42.85311609094725	-42.85311609094725	0.0	28.0	28.0	0.0	-0.1484547279638088
14_44900001_45400000	14	44900001	45400000	44949772	45393882	-35.4070670927183	-35.4070670927183	0.0	34.0	34.0	0.0	-0.1484547279638088
14_45000001_45500000	14	45000001	45500000	45002844	45474556	-41.68350571981084	-41.68350571981084	0.0	39.0	39.0	0.0	-0.1484547279638088
14_45100001_45600000	14	45100001	45600000	45154654	45474556	-35.75055666898513	-35.75055666898513	0.0	38.0	38.0	0.0	-0.1484547279638088
14_45200001_45700000	14	45200001	45700000	45235770	45474556	-32.65487872057977	-32.65487872057977	0.0	32.0	32.0	0.0	-0.1484547279638088
14_45300001_45800000	14	45300001	45800000	45301438	45474556	-27.877600526415186	-27.877600526415186	0.0	24.0	24.0	0.0	-0.1484547279638088
14_45400001_45900000	14	45400001	45900000	45410113	45474556	-9.803328570617348	-9.803827844982658	1e-05	13.0	13.0	0.0009985487306209961	-0.14734580969423655
14_45500001_46000000	14	45500001	46000000	0	0				0.0	0.0		
14_45600001_46100000	14	45600001	46100000	0	0				0.0	0.0		
14_45700001_46200000	14	45700001	46200000	46106393	46170302	-8.820909192032646	-8.820909192032646	0.0	10.0	10.0	0.0	-0.1484547279638088
14_45800001_46300000	14	45800001	46300000	46106393	46244562	-12.524548055169564	-12.524548055169564	0.0	13.0	13.0	0.0	-0.1484547279638088
14_45900001_46400000	14	45900001	46400000	46106393	46392111	-17.350625010142664	-17.350625010142664	0.0	15.0	15.0	0.0	-0.1484547279638088
14_46000001_46500000	14	46000001	46500000	46106393	46392111	-17.350625010142664	-17.350625010142664	0.0	15.0	15.0	0.0	-0.1484547279638088
14_46100001_46600000	14	46100001	46600000	46106393	46562392	-30.213027689424784	-30.213027689424784	0.0	18.0	18.0	0.0	-0.1484547279638088
14_46200001_46700000	14	46200001	46700000	46244368	46657324	-36.0438203846653	-36.0438203846653	0.0	11.0	11.0	0.0	-0.1484547279638088
14_46300001_46800000	14	46300001	46800000	46304066	46771554	-54.659675986222474	-54.659675986222474	0.0	16.0	16.0	0.0	-0.1484547279638088
14_46400001_46900000	14	46400001	46900000	46557629	46861487	-50.97405209004762	-50.97405209004762	0.0	15.0	15.0	0.0	-0.1484547279638088
14_46500001_47000000	14	46500001	47000000	46557629	46976140	-60.72804402598422	-60.72804402598422	0.0	20.0	20.0	0.0	-0.1484547279638088
14_46600001_47100000	14	46600001	47100000	46621281	47080265	-61.78062181168422	-61.78062181168422	0.0	27.0	27.0	0.0	-0.1484547279638088
14_46700001_47200000	14	46700001	47200000	46759124	47169362	-54.23813123983008	-54.23813123983008	0.0	26.0	26.0	0.0	-0.1484547279638088
14_46800001_47300000	14	46800001	47300000	46861487	47269359	-41.067129242571184	-41.067129242571184	0.0	20.0	20.0	0.0	-0.1484547279638088
14_46900001_47400000	14	46900001	47400000	46933179	47340009	-54.75025473899061	-54.75025473899061	0.0	24.0	24.0	0.0	-0.1484547279638088
14_47000001_47500000	14	47000001	47500000	47011097	47456437	-50.110530146492714	-50.110530146492714	0.0	25.0	25.0	0.0	-0.1484547279638088
14_47100001_47600000	14	47100001	47600000	47118642	47586774	-52.76686199196051	-52.76686199196051	0.0	17.0	17.0	0.0	-0.1484547279638088
14_47200001_47700000	14	47200001	47700000	47216788	47696838	-61.42430528532461	-61.42430528532461	0.0	22.0	22.0	0.0	-0.1484547279638088
14_47300001_47800000	14	47300001	47800000	47303616	47730406	-87.93111357156853	-87.93111357156853	0.0	30.0	30.0	0.0	-0.1484547279638088
14_47400001_47900000	14	47400001	47900000	47407571	47885977	-75.33117809459404	-75.33117809459404	0.0	34.0	34.0	0.0	-0.1484547279638088
14_47500001_48000000	14	47500001	48000000	47508408	47885977	-64.4515025085528	-64.4515025085528	0.0	28.0	28.0	0.0	-0.1484547279638088
14_47600001_48100000	14	47600001	48100000	47609828	48075774	-73.16310405535586	-73.16310405535586	0.0	35.0	35.0	0.0	-0.1484547279638088
14_47700001_48200000	14	47700001	48200000	47705394	48135638	-61.31057884458885	-61.31057884458885	0.0	30.0	30.0	0.0	-0.1484547279638088
14_47800001_48300000	14	47800001	48300000	47846016	48267526	-35.65047837721521	-35.65047837721521	0.0	21.0	21.0	0.0	-0.1484547279638088
14_47900001_48400000	14	47900001	48400000	48044779	48393627	-52.15857459744637	-52.15857459744637	0.0	22.0	22.0	0.0	-0.1484547279638088
14_48000001_48500000	14	48000001	48500000	48044779	48491563	-75.86781912592652	-75.86781912592652	0.0	29.0	29.0	0.0	-0.1484547279638088
14_48100001_48600000	14	48100001	48600000	48128965	48540927	-80.10478612534314	-80.10478612534314	0.0	24.0	24.0	0.0	-0.1484547279638088
14_48200001_48700000	14	48200001	48700000	48267526	48688397	-78.51364184565816	-78.51364184565816	0.0	24.0	24.0	0.0	-0.1484547279638088
14_48300001_48800000	14	48300001	48800000	48319842	48772551	-89.55771565213621	-89.55771565213621	0.0	28.0	28.0	0.0	-0.1484547279638088
14_48400001_48900000	14	48400001	48900000	48449104	48886647	-67.13237400941692	-67.13237400941692	0.0	19.0	19.0	0.0	-0.1484547279638088
14_48500001_49000000	14	48500001	49000000	48520883	48991872	-54.75472671886845	-54.75472671886845	0.0	14.0	14.0	0.0	-0.1484547279638088
14_48600001_49100000	14	48600001	49100000	48655055	48991872	-35.32677457655885	-35.32677457655885	0.0	10.0	10.0	0.0	-0.1484547279638088
14_48700001_49200000	14	48700001	49200000	48732871	49135495	-32.81282956319945	-32.81282956319945	0.0	9.0	9.0	0.0	-0.1484547279638088
14_48800001_49300000	14	48800001	49300000	48886647	49204663	-27.031546994699113	-27.031546994699113	0.0	5.0	5.0	0.0	-0.1484547279638088
14_48900001_49400000	14	48900001	49400000	48905891	49392366	-35.345240434920015	-35.345240434920015	0.0	7.0	7.0	0.0	-0.1484547279638088
14_49000001_49500000	14	49000001	49500000	49135495	49481983	-37.67683310431446	-37.67683310431446	0.0	10.0	10.0	0.0	-0.1484547279638088
14_49100001_49600000	14	49100001	49600000	49135495	49481983	-37.67683310431446	-37.67683310431446	0.0	10.0	10.0	0.0	-0.1484547279638088
14_49200001_49700000	14	49200001	49700000	49204663	49677603	-56.83826020101324	-56.83826020101324	0.0	17.0	17.0	0.0	-0.1484547279638088
14_49300001_49800000	14	49300001	49800000	49300195	49677603	-51.33425043862165	-51.33425043862165	0.0	16.0	16.0	0.0	-0.1484547279638088
14_49400001_49900000	14	49400001	49900000	49430122	49677603	-43.60187848399839	-43.60187848399839	0.0	13.0	13.0	0.0	-0.1484547279638088
14_49500001_50000000	14	49500001	50000000	49617097	49677603	-24.753301407482027	-24.753301407482027	0.0	8.0	8.0	0.0	-0.1484547279638088
14_49600001_50100000	14	49600001	50100000	49617097	49677603	-24.753301407482027	-24.753301407482027	0.0	8.0	8.0	0.0	-0.1484547279638088
15_00000001_00500000	15	1	500000	225361	415817	-8.881933987821347	-8.881933987821347	0.0	7.0	7.0	0.0	-0.07403552767156071
15_00100001_00600000	15	100001	600000	225361	584482	-18.849430652118453	-18.849430652118453	0.0	11.0	11.0	0.0	-0.07403552767156071
15_00200001_00700000	15	200001	700000	225361	687395	-23.806445372984513	-23.806445372984513	0.0	18.0	18.0	0.0	-0.07403552767156071
15_00300001_00800000	15	300001	800000	415817	797224	-29.435147826926386	-29.435147826926386	0.0	19.0	19.0	0.0	-0.07403552767156071
15_00400001_00900000	15	400001	900000	415817	884836	-39.50632037082308	-39.50632037082308	0.0	26.0	26.0	0.0	-0.07403552767156071
15_00500001_01000000	15	500001	1000000	584287	976888	-44.55408064420189	-44.55408064420189	0.0	30.0	30.0	0.0	-0.07403552767156071
15_00600001_01100000	15	600001	1100000	677544	1085027	-29.917189475047184	-29.917189475047184	0.0	35.0	35.0	0.0	-0.07403552767156071
15_00700001_01200000	15	700001	1200000	703016	1198699	-35.02363256896915	-35.02363256896915	0.0	30.0	30.0	0.0	-0.07403552767156071
15_00800001_01300000	15	800001	1300000	865227	1255593	-30.212089912609844	-30.212089912609844	0.0	27.0	27.0	0.0	-0.07403552767156071
15_00900001_01400000	15	900001	1400000	902228	1255593	-30.212089912609848	-30.212089912609848	0.0	20.0	20.0	0.0	-0.07403552767156071
15_01000001_01500000	15	1000001	1500000	1023317	1255593	-20.276874742120516	-20.276874742120516	0.0	15.0	15.0	0.0	-0.07403552767156071
15_01100001_01600000	15	1100001	1600000	1187189	1590384	-24.90369059333919	-24.90369059333919	0.0	12.0	12.0	0.0	-0.07403552767156071
15_01200001_01700000	15	1200001	1700000	1208879	1654664	-19.80135094185071	-19.80135094185071	0.0	13.0	13.0	0.0	-0.07403552767156071
15_01300001_01800000	15	1300001	1800000	1553538	1785617	-18.560987326997285	-18.560987326997285	0.0	13.0	13.0	0.0	-0.07403552767156071
15_01400001_01900000	15	1400001	1900000	1553538	1896924	-27.351883033220712	-27.351883033220712	0.0	22.0	22.0	0.0	-0.07403552767156071
15_01500001_02000000	15	1500001	2000000	1553538	1998030	-36.74736055957662	-36.74736055957662	0.0	27.0	27.0	0.0	-0.07403552767156071
15_01600001_02100000	15	1600001	2100000	1638259	2068385	-31.987832358025255	-31.987832358025255	0.0	24.0	24.0	0.0	-0.07403552767156071
15_01700001_02200000	15	1700001	2200000	1715885	2185466	-31.986547037918644	-31.986547037918644	0.0	31.0	31.0	0.0	-0.07403552767156071
15_01800001_02300000	15	1800001	2300000	1812300	2296132	-27.12967277022798	-27.12967277022798	0.0	30.0	30.0	0.0	-0.07403552767156071
15_01900001_02400000	15	1900001	2400000	1931693	2391075	-17.663436492904353	-17.663436492904353	0.0	23.0	23.0	0.0	-0.07403552767156071
15_02000001_02500000	15	2000001	2500000	2022228	2391075	-17.66319851872358	-17.66319851872358	0.0	18.0	18.0	0.0	-0.07403552767156071
15_02100001_02600000	15	2100001	2600000	2141715	2391075	-8.256914434745507	-8.256914434745507	0.0	15.0	15.0	0.0	-0.07403552767156071
15_02200001_02700000	15	2200001	2700000	2239358	2663523	-16.605332172741996	-16.605332172741996	0.0	7.0	7.0	0.0	-0.07403552767156071
15_02300001_02800000	15	2300001	2800000	2313600	2793689	-31.031005334324835	-31.031005334324835	0.0	7.0	7.0	0.0	-0.07403552767156071
15_02400001_02900000	15	2400001	2900000	2634889	2818623	-32.48906267835493	-32.48906267835493	0.0	9.0	9.0	0.0	-0.07403552767156071
15_02500001_03000000	15	2500001	3000000	2634889	2954387	-37.43051544250805	-37.43051544250805	0.0	11.0	11.0	0.0	-0.07403552767156071
15_02600001_03100000	15	2600001	3100000	2634889	3007141	-42.08158526809112	-42.08158526809112	0.0	12.0	12.0	0.0	-0.07403552767156071
15_02700001_03200000	15	2700001	3200000	2756908	3007141	-33.68435097458453	-33.68435097458453	0.0	10.0	10.0	0.0	-0.07403552767156071
15_02800001_03300000	15	2800001	3300000	2802624	3007141	-19.257218080334923	-19.257218080334923	0.0	7.0	7.0	0.0	-0.07403552767156071
15_02900001_03400000	15	2900001	3400000	2954198	3314197	-14.404446941415609	-14.404446941415609	0.0	6.0	6.0	0.0	-0.07403552767156071
15_03000001_03500000	15	3000001	3500000	3007141	3411119	-14.159564373213845	-14.159564373213845	0.0	6.0	6.0	0.0	-0.07403552767156071
15_03100001_03600000	15	3100001	3600000	3313319	3411119	-9.508494547630784	-9.508494547630784	0.0	5.0	5.0	0.0	-0.07403552767156071
15_03200001_03700000	15	3200001	3700000	3313319	3633885	-14.005632253799932	-14.005632253799932	0.0	6.0	6.0	0.0	-0.07403552767156071
15_03300001_03800000	15	3300001	3800000	3313319	3763444	-18.769646823995352	-18.769646823995352	0.0	7.0	7.0	0.0	-0.07403552767156071
15_03400001_03900000	15	3400001	3900000	3410888	3763444	-13.957722472315929	-13.957722472315929	0.0	4.0	4.0	0.0	-0.07403552767156071
15_03500001_04000000	15	3500001	4000000	3633885	3763444	-9.26115227636457	-9.26115227636457	0.0	2.0	2.0	0.0	-0.07403552767156071
15_03600001_04100000	15	3600001	4100000	3633885	3763444	-9.26115227636457	-9.26115227636457	0.0	2.0	2.0	0.0	-0.07403552767156071
15_03700001_04200000	15	3700001	4200000	3763444	4153942	-9.526957500187816	-9.526957500187816	0.0	2.0	2.0	0.0	-0.07403552767156071
15_03800001_04300000	15	3800001	4300000	4153942	4295863	-19.138515347960194	-19.138515347960194	0.0	8.0	8.0	0.0	-0.07403552767156071
15_03900001_04400000	15	3900001	4400000	4153942	4350558	-23.83887906459203	-23.83887906459203	0.0	14.0	14.0	0.0	-0.07403552767156071
15_04000001_04500000	15	4000001	4500000	4153942	4498857	-28.515032905770546	-28.515032905770546	0.0	17.0	17.0	0.0	-0.07403552767156071
15_04100001_04600000	15	4100001	4600000	4153942	4498857	-28.515032905770546	-28.515032905770546	0.0	17.0	17.0	0.0	-0.07403552767156071
15_04200001_04700000	15	4200001	4700000	4245305	4650665	-27.951287939661256	-27.951287939661256	0.0	18.0	18.0	0.0	-0.07403552767156071
15_04300001_04800000	15	4300001	4800000	4312184	4766426	-22.028544976039132	-22.028544976039132	0.0	13.0	13.0	0.0	-0.07403552767156071
15_04400001_04900000	15	4400001	4900000	4445657	4766426	-17.22160420042093	-17.22160420042093	0.0	7.0	7.0	0.0	-0.07403552767156071
15_04500001_05000000	15	4500001	5000000	4650624	4766426	-7.845086642610575	-7.845086642610575	0.0	4.0	4.0	0.0	-0.07403552767156071
15_04600001_05100000	15	4600001	5100000	4650624	5045035	-22.025940575251404	-22.025940575251404	0.0	7.0	7.0	0.0	-0.07403552767156071
15_04700001_05200000	15	4700001	5200000	4740699	5138730	-22.03647673873372	-22.03647673873372	0.0	8.0	8.0	0.0	-0.07403552767156071
15_04800001_05300000	15	4800001	5300000	5039848	5266116	-23.15575384881364	-23.15575384881364	0.0	8.0	8.0	0.0	-0.07403552767156071
15_04900001_05400000	15	4900001	5400000	5039848	5374172	-32.7600749857143	-32.7600749857143	0.0	15.0	15.0	0.0	-0.07403552767156071
15_05000001_05500000	15	5000001	5500000	5039848	5428108	-32.75807620492664	-32.75807620492664	0.0	17.0	17.0	0.0	-0.07403552767156071
15_05100001_05600000	15	5100001	5600000	5136582	5532741	-27.977884093713737	-27.977884093713737	0.0	23.0	23.0	0.0	-0.07403552767156071
15_05200001_05700000	15	5200001	5700000	5234031	5651206	-23.76470356191412	-23.76470356191412	0.0	23.0	23.0	0.0	-0.07403552767156071
15_05300001_05800000	15	5300001	5800000	5301254	5785418	-33.36619058054359	-33.36619058054359	0.0	28.0	28.0	0.0	-0.07403552767156071
15_05400001_05900000	15	5400001	5900000	5411141	5894335	-33.376674949204606	-33.376674949204606	0.0	34.0	34.0	0.0	-0.07403552767156071
15_05500001_06000000	15	5500001	6000000	5513000	5968645	-38.23017134587748	-38.23017134587748	0.0	37.0	37.0	0.0	-0.07403552767156071
15_05600001_06100000	15	5600001	6100000	5643194	6046739	-43.03123059970382	-43.03123059970382	0.0	30.0	30.0	0.0	-0.07403552767156071
15_05700001_06200000	15	5700001	6200000	5743309	6197059	-38.4014640138237	-38.4014640138237	0.0	29.0	29.0	0.0	-0.07403552767156071
15_05800001_06300000	15	5800001	6300000	5814459	6207794	-38.404121558138975	-38.404121558138975	0.0	23.0	23.0	0.0	-0.07403552767156071
15_05900001_06400000	15	5900001	6400000	5925935	6207794	-24.015591023716635	-24.015591023716635	0.0	10.0	10.0	0.0	-0.07403552767156071
15_06000001_06500000	15	6000001	6500000	6018834	6484718	-18.791714343238795	-18.791714343238795	0.0	10.0	10.0	0.0	-0.07403552767156071
15_06100001_06600000	15	6100001	6600000	6182712	6516047	-9.181231722945318	-9.181231722945318	0.0	9.0	9.0	0.0	-0.07403552767156071
15_06200001_06700000	15	6200001	6700000	6207794	6649029	-14.090871254361113	-14.090871254361113	0.0	10.0	10.0	0.0	-0.07403552767156071
15_06300001_06800000	15	6300001	6800000	6420284	6649029	-9.333797233662438	-9.333797233662438	0.0	9.0	9.0	0.0	-0.07403552767156071
15_06400001_06900000	15	6400001	6900000	6420284	6896890	-19.0995789701446	-19.0995789701446	0.0	12.0	12.0	0.0	-0.07403552767156071
